Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19740402.1.13,Summary,4/2/74,1:00:00,CST,Alabama,-,-,2,0,0,10,0,Chambers,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.88,-85.23,-,-,1,13,104,Unmodified
19740402.28.14,Summary,4/2/74,1:32:00,CST,Mississippi,-,-,1,0,0,10,0,Pearl River,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.67,-89.68,-,-,1,14,105,Unmodified
19740402.37.2,Summary,4/2/74,1:53:00,CST,North Carolina,-,-,1,1,10,100,9,Gaston,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.35,-81.33,35.38,-81.17,1,2,106,Unmodified
19740403.37.3,Summary,4/3/74,7:00:00,CST,North Carolina,-,-,1,0,0,10,6,Burke,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.75,-81.7,35.78,-81.58,1,3,107,Unmodified
19740403.18.3,Summary,4/3/74,8:30:00,CST,Indiana,-,-,2,0,0,50,0,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,40.03,-86.3,-,-,1,3,108,Unmodified
19740403.13.11,Summary,4/3/74,12:00:00,CST,Georgia,-,-,2,0,5,200,15,Gilmer,Fannin,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.68,-84.5,34.85,-84.32,1,11,109,Unmodified
19740403.17.5,Summary,4/3/74,12:10:00,CST,Illinois,-,-,0,0,0,10,0,Grundy,-,-,-,-,-,-,-,-,-,-,-,-,,41.37,-88.42,-,-,1,5,110,Unmodified
19740403.47.5,Summary,4/3/74,13:05:00,CST,Tennessee,-,-,3,1,100,350,18,Bradley,Polk,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.1,-84.92,35.25,-84.67,1,5,111,Unmodified
19740403.17.6,Summary,4/3/74,13:07:00,CST,Illinois,-,-,0,0,0,10,0,McLean,-,-,-,-,-,-,-,-,-,-,-,-,,40.58,-89.03,-,-,1,6,112,Unmodified
19740403.17.7,Summary,4/3/74,13:08:00,CST,Illinois,-,-,1,0,0,177,16,Logan,McLean,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.12,-89.33,40.33,-89.18,1,7,113,Unmodified
19740403.18.4,Summary,4/3/74,13:15:00,CST,Indiana,-,-,1,0,0,177,14,Orange,Lawrence,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.62,-86.58,38.73,-86.37,1,4,114,Unmodified
19740403.18.5,Summary,4/3/74,13:20:00,CST,Indiana,-,-,5,6,86,10,68,Perry,Crawford,Harrison,Washington,Scott,-,-,-,-,-,-,-,$50M-$500M,,38.07,-86.75,38.63,-85.7,1,5,115,Unmodified
19740403.39.3,Summary,4/3/74,13:30:00,CST,Ohio,-,-,5,36,1150,533,31,Greene,Clark,-,-,-,-,-,-,-,-,-,-,$50M-$500M,,39.63,-84.05,39.92,-83.6,1,3,116,Unmodified
19740403.18.6,Summary,4/3/74,13:30:00,CST,Indiana,-,-,3,1,26,177,35,Lawrence,Jackson,Bartholomew,Jennings,-,-,-,-,-,-,-,-,$5M-$50M,,38.77,-86.3,39.12,-85.77,1,6,117,Unmodified
19740403.17.8,Summary,4/3/74,13:30:00,CST,Illinois,-,-,3,1,26,350,20,Macon,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,39.72,-89.13,39.95,-88.88,1,8,118,Unmodified
19740403.17.9,Summary,4/3/74,13:30:00,CST,Illinois,-,-,3,0,0,350,7,McLean,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.52,-88.62,40.57,-88.48,1,9,119,Unmodified
19740403.18.7,Summary,4/3/74,13:45:00,CST,Indiana,-,-,3,1,25,440,20,Shelby,Hancock,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,39.58,-85.87,39.85,-85.67,1,7,120,Unmodified
19740403.17.10,Summary,4/3/74,13:45:00,CST,Illinois,-,-,1,0,0,70,8,Christian,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.47,-89.2,39.57,-89.1,1,10,121,Unmodified
19740403.47.6,Summary,4/3/74,14:00:00,CST,Tennessee,-,-,2,0,2,50,0,Blount,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.78,-83.92,-,-,1,6,122,Unmodified
19740403.18.8,Summary,4/3/74,14:00:00,CST,Indiana,-,-,4,0,17,10,18,Hancock,Rush,Henry,-,-,-,-,-,-,-,-,-,$5M-$50M,,39.75,-85.65,39.98,-85.45,1,8,123,Unmodified
19740403.18.9,Summary,4/3/74,14:01:00,CST,Indiana,-,-,4,4,17,1200,35,Bartholomew,Decatur,Franklin,-,-,-,-,-,-,-,-,-,$5M-$50M,,39.13,-85.72,39.47,-85.18,1,9,124,Unmodified
19740403.17.11,Summary,4/3/74,14:10:00,CST,Illinois,-,-,1,0,0,20,10,Piatt,Champaign,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.22,-88.6,40.32,-88.43,1,11,125,Unmodified
19740403.18.10,Summary,4/3/74,14:19:00,CST,Indiana,-,-,4,11,190,1200,35,Clark,Scott,Jefferson,Ripley,-,-,-,-,-,-,-,-,$50M-$500M,,38.55,-85.75,38.93,-85.25,1,10,126,Unmodified
19740403.21.6,Summary,4/3/74,14:20:00,CST,Kentucky,Indiana,-,5,31,270,440,32,Harrison,Breckinridge,Meade,-,-,-,-,-,-,-,-,-,$500K-$5M,,37.73,-86.53,38.05,-86.1,2,6,127,Unmodified
19740403.21.6,State,4/3/74,14:20:00,CST,Kentucky,,,5,31,270,440,27,Breckinridge,Meade,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,37.73,-86.53,38,-86.17,2,6,127,Unmodified
19740403.21.6,State,4/3/74,15:10:00,CST,Indiana,,,5,0,0,440,4,Harrison,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38,-86.17,38.05,-86.1,2,13,127,Unmodified
19740403.17.12,Summary,4/3/74,14:25:00,CST,Illinois,-,-,0,0,0,20,3,Piatt,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.8,-88.57,39.85,-88.53,1,12,129,Unmodified
19740403.47.7,Summary,4/3/74,14:30:00,CST,Tennessee,-,-,1,1,32,27,3,McMinn,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.33,-84.57,35.33,-84.5,1,7,128,Unmodified
19740403.18.11,Summary,4/3/74,14:35:00,CST,Indiana,-,-,4,1,12,1400,18,Henry,Delaware,Randolph,Jay,-,-,-,-,-,-,-,-,$5M-$50M,,40.05,-85.27,40.32,-85.03,1,11,130,Unmodified
19740403.18.12,Summary,4/3/74,14:40:00,CST,Indiana,-,-,4,0,104,1133,27,Jefferson,Switzerland,Ohio,Dearborn,-,-,-,-,-,-,-,-,$5M-$50M,,38.77,-85.27,39.05,-84.9,1,12,131,Unmodified
19740403.17.13,Summary,4/3/74,14:48:00,CST,Illinois,-,-,3,1,0,70,5,Champaign,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.98,-88.23,40.03,-88.13,1,13,132,Unmodified
19740403.47.9,Summary,4/3/74,14:50:00,CST,Tennessee,-,-,1,0,2,27,5,Hamilton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.25,-85.02,35.3,-84.93,1,9,133,Unmodified
19740403.39.4,Summary,4/3/74,14:55:00,CST,Ohio,-,-,2,0,0,180,15,Clark,Madison,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.83,-83.57,39.93,-83.3,1,4,134,Unmodified
19740403.17.14,Summary,4/3/74,14:55:00,CST,Illinois,-,-,3,0,0,350,14,Champaign,Vermilion,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.95,-88.07,40.12,-87.88,1,14,135,Unmodified
19740403.37.5,Summary,4/3/74,15:00:00,CST,North Carolina,-,-,1,0,0,30,1,Transylvania,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.12,-82.83,-,-,1,5,136,Unmodified
19740403.21.7,Summary,4/3/74,15:00:00,CST,Kentucky,-,-,4,0,2,150,14,Grayson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.42,-86.57,37.5,-86.33,1,7,137,Unmodified
19740403.47.8,Summary,4/3/74,15:00:00,CST,Tennessee,-,-,1,0,0,27,4,Robertson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.48,-86.97,36.52,-86.9,1,8,138,Unmodified
19740403.18.14,Summary,4/3/74,15:20:00,CST,Indiana,Kentucky,Ohio,5,3,210,533,20,Ohio,Boone,Hamilton,-,-,-,-,-,-,-,-,-,-,,38.97,-84.88,39.22,-84.63,3,14,139,Unmodified
19740403.18.14,State,4/3/74,15:20:00,CST,Indiana,,,5,0,0,533,0,Ohio,-,-,-,-,-,-,-,-,-,-,-,-,,38.97,-84.88,38.98,-84.87,3,14,139,Unmodified
19740403.18.14,State,4/3/74,15:25:00,CST,Kentucky,,,5,0,20,533,14,Boone,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,38.98,-84.87,39.12,-84.67,3,8,139,Unmodified
19740403.18.14,State,4/3/74,16:45:00,CST,Ohio,,,5,3,190,533,6,Hamilton,-,-,-,-,-,-,-,-,-,-,-,-,,39.12,-84.67,39.22,-84.63,3,6,139,Unmodified
19740403.17.15,Summary,4/3/74,15:25:00,CST,Illinois,-,-,2,0,12,177,7,Vermilion,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.25,-87.63,40.35,-87.55,1,15,140,Unmodified
19740403.39.5,Summary,4/3/74,15:28:00,CST,Ohio,-,-,4,2,39,350,19,Hamilton,Warren,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.18,-84.48,39.43,-84.28,1,5,141,Unmodified
19740403.1.14,Summary,4/3/74,15:30:00,CST,Alabama,-,-,2,0,0,800,1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.45,-87.05,-,-,1,14,142,Unmodified
19740403.18.15,Summary,4/3/74,15:30:00,CST,Indiana,-,-,3,0,0,700,25,Warren,Benton,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.28,-87.48,40.55,-87.13,1,15,143,Unmodified
19740403.17.16,Summary,4/3/74,15:30:00,CST,Illinois,-,-,1,0,0,90,14,Coles,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.45,-88.37,39.52,-88.1,1,16,144,Unmodified
19740403.21.9,Summary,4/3/74,15:37:00,CST,Kentucky,-,-,4,3,225,10,18,Jefferson,Oldham,-,-,-,-,-,-,-,-,-,-,-,,38.2,-85.75,38.37,-85.48,1,9,145,Unmodified
19740403.18.16,Summary,4/3/74,15:45:00,CST,Indiana,-,-,4,18,285,1760,108,Benton,Tippecanoe,White,Cass,Noble,Kosciusko,-,-,-,-,-,-,$50M-$500M,,40.5,-87.13,41.58,-85.43,1,16,146,Unmodified
19740403.21.10,Summary,4/3/74,15:45:00,CST,Kentucky,-,-,4,3,81,10,37,Hardin,Nelson,Spencer,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.72,-85.9,38,-85.3,1,10,147,Unmodified
19740403.21.11,Summary,4/3/74,15:45:00,CST,Kentucky,-,-,3,3,57,10,31,Simpson,Warren,Barren,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.72,-86.53,37,-86.1,1,11,148,Unmodified
19740403.37.4,Summary,4/3/74,16:00:00,CST,North Carolina,-,-,1,0,0,10,0,Cherokee,-,-,-,-,-,-,-,-,-,-,-,-,,35.05,-83.95,-,-,1,4,149,Unmodified
19740403.39.7,Summary,4/3/74,16:00:00,CST,Ohio,-,-,2,0,9,177,9,Warren,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,39.38,-84.23,39.52,-84.17,1,7,150,Unmodified
19740403.47.10,Summary,4/3/74,16:00:00,CST,Tennessee,-,-,2,0,2,100,0,Loudon,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.67,-84.17,35.67,-84.15,1,10,151,Unmodified
19740403.47.11,Summary,4/3/74,16:00:00,CST,Tennessee,-,-,2,0,0,200,1,Monroe,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.52,-84.35,-,-,1,11,152,Unmodified
19740403.28.15,Summary,4/3/74,16:00:00,CST,Mississippi,-,-,3,0,1,100,12,Jones,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.55,-89.18,31.67,-89.03,1,15,153,Unmodified
19740403.39.8,Summary,4/3/74,16:05:00,CST,Ohio,-,-,2,0,0,90,5,Franklin,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.08,-82.85,40.13,-82.77,1,8,154,Unmodified
19740403.21.12,Summary,4/3/74,16:15:00,CST,Kentucky,-,-,1,0,18,10,31,Henry,Owen,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.38,-85.33,38.63,-84.83,1,12,155,Unmodified
19740403.47.12,Summary,4/3/74,16:15:00,CST,Tennessee,-,-,3,3,50,500,21,Bradley,Bradley,Polk,McMinn,-,-,-,-,-,-,-,-,$50K-$500K,,35.18,-84.87,35.32,-84.55,1,12,156,Unmodified
19740403.39.9,Summary,4/3/74,16:18:00,CST,Ohio,-,-,1,0,7,10,1,Pickaway,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.6,-83,-,-,1,9,157,Unmodified
19740403.47.13,Summary,4/3/74,16:18:00,CST,Tennessee,-,-,2,0,0,400,4,Davidson,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.13,-86.73,36.15,-86.65,1,13,158,Unmodified
19740403.1.15,Summary,4/3/74,16:21:00,CST,Alabama,-,-,1,0,0,800,1,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.87,-85.83,-,-,1,15,159,Unmodified
19740403.47.14,Summary,4/3/74,16:30:00,CST,Tennessee,-,-,1,0,0,100,7,Maury,Marshall,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.6,-86.93,35.67,-86.82,1,14,160,Unmodified
19740403.13.13,Summary,4/3/74,16:40:00,CST,Georgia,-,-,4,9,67,200,29,Gordon,Whitfield,Murray,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.5,-85.05,34.8,-84.7,1,13,161,Unmodified
19740403.21.13,Summary,4/3/74,16:40:00,CST,Kentucky,-,-,4,0,56,10,20,Green,Taylor,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,37.22,-85.47,37.38,-85.17,1,13,162,Unmodified
19740403.21.14,Summary,4/3/74,16:50:00,CST,Kentucky,-,-,4,4,122,10,79,Anderson,Franklin,Scott,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.05,-85.07,38.38,-84.53,1,14,163,Unmodified
19740403.1.17,Summary,4/3/74,16:50:00,CST,Alabama,Georgia,-,2,1,20,150,65,Cleburne,Cherokee,Haralson,Paulding,Cobb,Bartow,-,-,-,-,-,-,$500K-$5M,,33.55,-85.47,34.17,-84.63,2,17,164,Unmodified
19740403.1.17,State,4/3/74,16:50:00,CST,Alabama,,,2,0,0,150,10,Cleburne,-,-,-,Cherokee,-,-,-,-,-,-,-,-,,33.55,-85.47,33.67,-85.35,2,17,164,Unmodified
19740403.1.17,State,4/3/74,17:10:00,CST,Georgia,,,2,1,20,150,55,Haralson,Paulding,Cobb,Bartow,Cherokee,-,-,-,-,-,-,-,$500K-$5M,,33.67,-85.35,34.17,-84.63,2,12,164,Unmodified
19740403.47.15,Summary,4/3/74,17:00:00,CST,Tennessee,-,-,2,0,0,300,15,Wilson,Trousdale,Smith,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.27,-86.2,36.4,-85.97,1,15,165,Unmodified
19740403.47.16,Summary,4/3/74,17:00:00,CST,Tennessee,-,-,1,0,4,200,12,Marshall,Bedford,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.53,-86.77,35.67,-86.6,1,16,166,Unmodified
19740403.47.17,Summary,4/3/74,17:10:00,CST,Tennessee,-,-,3,0,0,100,15,Rutherford,Wilson,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.83,-86.43,35.98,-86.22,1,17,167,Unmodified
19740403.1.18,Summary,4/3/74,17:15:00,CST,Alabama,-,-,5,28,267,500,52,Lawrence,Morgan,Limestone,Madison,-,-,-,-,-,-,-,-,-,,34.47,-87.48,34.83,-86.7,1,18,168,Unmodified
19740403.47.18,Summary,4/3/74,17:15:00,CST,Tennessee,-,-,1,0,0,200,26,Marshall,Bedford,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.45,-86.85,35.62,-86.43,1,18,169,Unmodified
19740403.39.10,Summary,4/3/74,17:30:00,CST,Ohio,-,-,2,0,0,350,9,Paulding,Putnam,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.03,-84.4,41.12,-84.25,1,10,170,Unmodified
19740403.1.19,Summary,4/3/74,17:30:00,CST,Alabama,-,-,2,0,4,350,12,Franklin,-,-,-,-,-,-,-,-,-,-,-,-,,34.33,-87.73,34.42,-87.53,1,19,171,Unmodified
19740403.21.15,Summary,4/3/74,17:35:00,CST,Kentucky,-,-,3,1,98,10,21,Casey,Lincoln,Boyle,-,-,-,-,-,-,-,-,-,$500K-$5M,,37.43,-84.92,37.7,-84.72,1,15,172,Unmodified
19740403.18.17,Summary,4/3/74,17:35:00,CST,Indiana,-,-,1,0,0,90,7,Wabash,Huntington,-,-,-,-,-,-,-,-,-,-,-,,40.97,-85.73,41.03,-85.62,1,17,173,Unmodified
19740403.1.20,Summary,4/3/74,17:35:00,CST,Alabama,-,-,4,3,178,500,110,Pickens,Tuscaloosa,Fayette,Walker,-,-,-,-,-,-,-,-,$5M-$50M,,33.27,-88.2,34.27,-86.7,1,20,174,Unmodified
19740403.21.16,Summary,4/3/74,17:40:00,CST,Kentucky,-,-,4,10,113,10,38,Cumberland,Clinton,Wayne,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.65,-85.37,36.93,-84.77,1,16,175,Unmodified
19740403.18.18,Summary,4/3/74,17:45:00,CST,Indiana,-,-,2,0,12,350,19,Howard,Grant,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.38,-85.97,40.57,-85.68,1,18,176,Unmodified
19740403.18.19,Summary,4/3/74,17:50:00,CST,Indiana,-,-,3,5,53,1000,36,Noble,LaGrange,Steuben,-,-,-,-,-,-,-,-,-,$5M-$50M,,41.42,-85.47,41.73,-84.88,1,19,177,Unmodified
19740403.21.17,Summary,4/3/74,17:55:00,CST,Kentucky,-,-,3,0,27,10,19,Harrison,Robertson,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.33,-84.43,38.52,-84.15,1,17,178,Unmodified
19740403.18.20,Summary,4/3/74,17:55:00,CST,Indiana,-,-,1,0,5,350,8,LaGrange,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.58,-85.38,41.68,-85.27,1,20,179,Unmodified
19740403.39.11,Summary,4/3/74,18:00:00,CST,Ohio,-,-,3,1,0,500,15,Adams,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.82,-83.6,38.95,-83.37,1,11,180,Unmodified
19740403.39.12,Summary,4/3/74,18:00:00,CST,Ohio,-,-,1,0,0,180,9,Adams,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.67,-83.75,38.73,-83.6,1,12,181,Unmodified
19740403.1.16,Summary,4/3/74,18:00:00,CST,Alabama,-,-,3,0,9,100,20,Cherokee,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.05,-85.82,34.2,-85.5,1,16,182,Unmodified
19740403.37.6,Summary,4/3/74,18:05:00,CST,North Carolina,-,-,2,2,11,10,24,Graham,Swain,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.27,-83.98,35.38,-83.58,1,6,183,Unmodified
19740403.21.18,Summary,4/3/74,18:05:00,CST,Kentucky,-,-,3,0,5,10,18,Wayne,Pulaski,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,36.85,-84.97,37,-84.7,1,18,184,Unmodified
19740403.18.21,Summary,4/3/74,18:10:00,CST,Indiana,-,-,2,0,0,350,11,Huntington,Wells,-,-,-,-,-,-,-,-,-,-,-,,40.67,-85.5,40.78,-85.33,1,21,185,Unmodified
19740403.21.19,Summary,4/3/74,18:12:00,CST,Kentucky,-,-,2,0,10,10,16,Boyle,Mercer,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.68,-84.93,37.85,-84.73,1,19,186,Unmodified
19740403.47.19,Summary,4/3/74,18:15:00,CST,Tennessee,Kentucky,-,2,0,11,400,27,McCreary,Fentress,Pickett,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.52,-84.87,36.8,-84.52,2,19,187,Unmodified
19740403.47.19,State,4/3/74,18:15:00,CST,Tennessee,,,2,0,0,400,7,Fentress,Pickett,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.52,-84.87,36.6,-84.77,2,19,187,Unmodified
19740403.47.19,State,4/3/74,19:20:00,CST,Kentucky,,,2,0,11,10,19,McCreary,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.6,-84.77,36.8,-84.52,2,25,187,Unmodified
19740403.18.22,Summary,4/3/74,18:15:00,CST,Indiana,-,-,2,0,0,177,14,Wells,Adams,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.73,-85.25,40.83,-85,1,22,188,Unmodified
19740403.21.20,Summary,4/3/74,18:20:00,CST,Kentucky,-,-,4,7,28,10,31,Garrard,Madison,Clark,-,-,-,-,-,-,-,-,-,-,,37.72,-84.5,38.03,-84.07,1,20,189,Unmodified
19740403.26.3,Summary,4/3/74,18:30:00,CST,Michigan,-,-,2,0,0,30,2,Monroe,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.03,-83.25,-,-,1,3,190,Unmodified
19740403.13.14,Summary,4/3/74,18:30:00,CST,Georgia,-,-,4,6,30,200,17,Pickens,Dawson,Lumpkin,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.37,-84.33,34.53,-84.12,1,14,191,Unmodified
19740403.47.20,Summary,4/3/74,18:30:00,CST,Tennessee,-,-,1,0,0,200,4,Overton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.38,-85.33,36.42,-85.27,1,20,192,Unmodified
19740403.21.21,Summary,4/3/74,18:30:00,CST,Kentucky,-,-,2,0,0,10,4,Madison,Fayette,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.83,-84.43,37.88,-84.37,1,21,193,Unmodified
19740403.47.21,Summary,4/3/74,18:30:00,CST,Tennessee,-,-,3,1,23,100,14,Cannon,DeKalb,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.92,-86.05,36.05,-85.85,1,21,194,Unmodified
19740403.1.21,Summary,4/3/74,18:35:00,CST,Alabama,Tennessee,-,5,16,190,500,83,Limestone,Madison,Lincoln,Franklin,-,-,-,-,-,-,-,-,-,,34.7,-87.05,35.5,-86,2,21,195,Unmodified
